Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Z.score	Combined.Score	Genes	log10P
late viral transcription (GO:0019086)	6/112	0.000303515701450224	0.0286500427278015	0.000938853325532963	0.0926643747682258	-3.05073309966254	24.7111736672	RPL21;RPL31;RPL36A;RPL13A;RPL35A;RPL23A	1.54287472600254
viral RNA editing (GO:0075527)	6/119	0.000420272329400283	0.0352742280816769	0.00126590829523015	0.106575792963295	-3.09574117693631	24.0681730473882	RPL21;RPL31;RPL36A;RPL13A;RPL35A;RPL23A	1.45254248128832
viral transcription (GO:0019083)	6/119	0.000420272329400283	0.0352742280816769	0.00126590829523015	0.106575792963295	-3.09331672819432	24.0493239096432	RPL21;RPL31;RPL36A;RPL13A;RPL35A;RPL23A	1.45254248128832
tRNA aminoacylation for protein translation (GO:0006418)	7/179	0.000650842944178187	0.0506843942778763	0.00206575486435047	0.160870660061293	-3.20524583882589	23.5176650237397	HBS1L;RPL21;RPL31;RPL36A;RPL13A;RPL35A;RPL23A	1.29512573933116
transcription factor catabolic process (GO:0036369)	7/194	0.00104335860242072	0.0706535227508811	0.00318858030459222	0.217568117453236	-3.38310600151941	23.226072626467	ATXN3;PSME3;CDC27;PCBP2;PPP2R5C;RNF4;BIRC2	1.15086617956025
protein denaturation involved in proteasomal ubiquitin-dependent protein catabolic process (GO:1902376)	7/192	0.000982323232228317	0.0695452834661456	0.00301666034429113	0.217568117453236	-3.33753967218275	23.1144318679386	ATXN3;PSME3;CDC27;PCBP2;PPP2R5C;RNF4;BIRC2	1.15773231835468
ubiquitin-dependent protein catabolic process via the N-end rule pathway (GO:0071596)	7/195	0.00107497443842215	0.0712456462911703	0.0032773033789806	0.217568117453236	-3.37900910107829	23.0970761297786	ATXN3;PSME3;CDC27;PCBP2;PPP2R5C;RNF4;BIRC2	1.14724166955792
ribosome-associated ubiquitin-dependent protein catabolic process (GO:1990116)	7/192	0.000982323232228317	0.0695452834661456	0.00301666034429113	0.217568117453236	-3.33487114792114	23.0959507626061	ATXN3;PSME3;CDC27;PCBP2;PPP2R5C;RNF4;BIRC2	1.15773231835468
mitochondria-associated ubiquitin-dependent protein catabolic process (GO:0072671)	7/193	0.00101247891410458	0.0700860403874615	0.0031017077769269	0.217568117453236	-3.32940328129664	22.9574128508543	ATXN3;PSME3;CDC27;PCBP2;PPP2R5C;RNF4;BIRC2	1.15436847542025
regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:2000058)	3/15	0.000220972493847114	0.0274156000291861	0.000628913735589444	0.0926643747682258	-2.68466854499106	22.5981231830802	HSP90AB1;PTK2B;UBE3A	1.56200224452743
anaphase-promoting complex-dependent catabolic process (GO:0031145)	7/201	0.00128082073864606	0.0797951320176496	0.00384994135253085	0.23797583492387	-3.39186149073811	22.5906597546534	ATXN3;PSME3;CDC27;PCBP2;PPP2R5C;RNF4;BIRC2	1.09802360241317
ubiquitin-dependent catabolism of misfolded proteins by cytoplasm-associated proteasome (GO:0071629)	7/198	0.00117436171256627	0.0762111819717488	0.00355483194612189	0.230693781503535	-3.34698264571834	22.5821940014413	ATXN3;PSME3;CDC27;PCBP2;PPP2R5C;RNF4;BIRC2	1.1179813027766
ubiquitin-dependent catabolism of misfolded proteins by nucleus-associated proteasome (GO:0071630)	7/200	0.00124452760609464	0.0791163978160162	0.00374957488911783	0.23797583492387	-3.3714032001315	22.5513134903567	ATXN3;PSME3;CDC27;PCBP2;PPP2R5C;RNF4;BIRC2	1.1017334944675
mitochondrial protein processing (GO:0034982)	7/233	0.0029511128303489	0.143636194789638	0.00827967815097196	0.376498400284602	-3.86688338203953	22.5268112278778	VCAN;ITIH2;LONP2;MIA3;LAMB1;PCSK5;KTN1	0.842736108723859
nuclear-transcribed mRNA catabolic process, 5'-3' exonucleolytic nonsense-mediated decay (GO:0070479)	6/111	0.000289167943415336	0.0286500427278015	0.000898049236103294	0.0926643747682258	-2.7503402500025	22.4111555569066	RPL21;RPL31;RPL36A;RPL13A;RPL35A;RPL23A	1.54287472600254
vacuolar protein processing (GO:0006624)	7/233	0.0029511128303489	0.143636194789638	0.00827967815097196	0.376498400284602	-3.84112318910208	22.3767433447369	VCAN;ITIH2;LONP2;MIA3;LAMB1;PCSK5;KTN1	0.842736108723859
sterol regulatory element binding protein cleavage (GO:0035103)	7/236	0.00316726323009051	0.149485226692908	0.00883306903446787	0.376498400284602	-3.87246063357575	22.2855749007212	VCAN;ITIH2;LONP2;MIA3;LAMB1;PCSK5;KTN1	0.825401725618998
SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146)	7/207	0.00151633506617432	0.092615367277118	0.00449572032911439	0.254621251367115	-3.4150661203647	22.1687616899302	ATXN3;PSME3;CDC27;PCBP2;PPP2R5C;RNF4;BIRC2	1.03331694668809
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	6/125	0.000545951335510318	0.0436061130798626	0.00161012118871926	0.128603269304115	-2.86896886759418	21.5545077750128	RPL21;RPL31;RPL36A;RPL13A;RPL35A;RPL23A	1.36045262332886
I-kappaB phosphorylation (GO:0007252)	8/346	0.00732485356075935	0.250735371887532	0.0204477711460833	0.51687194381883	-4.38153783983224	21.5417524300426	MAPK10;CDKL5;ERBB2;NEK1;PIK3CD;PTK2B;ATM;BIRC2	0.600784394673802
protein phosphorylation involved in double-strand break repair via nonhomologous end joining (GO:1990804)	8/342	0.00684957478974131	0.250264618128905	0.0192471218710894	0.51687194381883	-4.1840493169586	20.8514972283265	MAPK10;CDKL5;ERBB2;NEK1;PIK3CD;PTK2B;ATM;TP53BP1	0.601600545667611
DNA damage induced protein phosphorylation (GO:0006975)	9/470	0.0145722313009032	0.367711499856885	0.0404494443087423	0.51687194381883	-4.78898948865967	20.2509006681207	MAPK10;NIPBL;CDKL5;ERBB2;NEK1;PIK3CD;PTK2B;ATM;TP53BP1	0.434492787737092
phosphorylation of RNA polymerase II C-terminal domain (GO:0070816)	10/596	0.0235395082081292	0.418998694244723	0.0652954929871926	0.51687194381883	-5.33630875152027	20.0062221014593	MAPK10;CDKL5;CNOT2;TCF12;ERBB2;NEK1;PIK3CD;PTK2B;ATM;ELP4	0.377787330454218
neural tube development (GO:0021915)	7/259	0.00525141091535353	0.204476812516578	0.0140181822630538	0.490636379206884	-3.65816933654198	19.2026764575874	ATXN3;PCDHA1;INTU;PCDHA4;PCDHA3;PCDHA2;PROX1	0.689355933461301
neurogenesis (GO:0022008)	7/272	0.00681229759833491	0.250264618128905	0.0177659192583004	0.51687194381883	-3.80638331388645	18.9901446709861	ATXN3;PCDHA1;INTU;PCDHA4;PCDHA3;PCDHA2;CLN5	0.601600545667611
protein phosphorylation (GO:0006468)	8/401	0.0166746254460883	0.396499681408895	0.0427290219262074	0.51687194381883	-4.52698624859727	18.5328802890828	MAPK10;CDKL5;UBE2I;ERBB2;NEK1;PIK3CD;PTK2B;ATM	0.401757157305809
synapse assembly (GO:0007416)	7/285	0.0086947585493222	0.285096556643565	0.0221721703880399	0.51687194381883	-3.82094268297529	18.1305063834211	ATXN3;FARP1;PCDHA1;INTU;PCDHA4;PCDHA3;PCDHA2	0.545008028007025
peptidyl-arginine phosphorylation (GO:0018109)	7/298	0.0109347864801042	0.320814134520985	0.0272866581432663	0.51687194381883	-3.92282866310955	17.714733807469	MAPK10;CDKL5;ERBB2;NEK1;PIK3CD;PTK2B;ATM	0.493746505695732
peptidyl-aspartic acid phosphorylation (GO:0018217)	7/298	0.0109347864801042	0.320814134520985	0.0272866581432663	0.51687194381883	-3.92103060349633	17.7066141188072	MAPK10;CDKL5;ERBB2;NEK1;PIK3CD;PTK2B;ATM	0.493746505695732
peptidyl-cysteine phosphorylation (GO:0018218)	7/298	0.0109347864801042	0.320814134520985	0.0272866581432663	0.51687194381883	-3.91863831042775	17.6958109870523	MAPK10;CDKL5;ERBB2;NEK1;PIK3CD;PTK2B;ATM	0.493746505695732
peptidyl-histidine phosphorylation (GO:0018106)	7/298	0.0109347864801042	0.320814134520985	0.0272866581432663	0.51687194381883	-3.91695204895105	17.6881961571031	MAPK10;CDKL5;ERBB2;NEK1;PIK3CD;PTK2B;ATM	0.493746505695732
protein phosphorylation involved in protein localization to spindle microtubule (GO:1990803)	7/298	0.0109347864801042	0.320814134520985	0.0272866581432663	0.51687194381883	-3.91511725755834	17.6799105948454	MAPK10;CDKL5;ERBB2;NEK1;PIK3CD;PTK2B;ATM	0.493746505695732
regulation of translational initiation by eIF2 alpha phosphorylation (GO:0010998)	7/298	0.0109347864801042	0.320814134520985	0.0272866581432663	0.51687194381883	-3.9120798520397	17.6661942603203	MAPK10;CDKL5;ERBB2;NEK1;PIK3CD;PTK2B;ATM	0.493746505695732
inhibitory G-protein coupled receptor phosphorylation (GO:0002030)	7/299	0.011122929864612	0.320814134520985	0.0277107323596863	0.51687194381883	-3.92636201853522	17.6637075764171	MAPK10;CDKL5;ERBB2;NEK1;PIK3CD;PTK2B;ATM	0.493746505695732
actin phosphorylation (GO:0031289)	7/299	0.011122929864612	0.320814134520985	0.0277107323596863	0.51687194381883	-3.90875705237942	17.584507295699	MAPK10;CDKL5;ERBB2;NEK1;PIK3CD;PTK2B;ATM	0.493746505695732
cellular protein catabolic process (GO:0044257)	6/216	0.00840853855410383	0.278644655276951	0.0198862407984889	0.51687194381883	-3.65201962557431	17.4512035174483	VCAN;ITIH2;MIA3;LAMB1;KTN1;CLN5	0.55494928279256
histone phosphorylation (GO:0016572)	7/303	0.0118990845058017	0.33094328781761	0.0294519819701406	0.51687194381883	-3.93370948910538	17.4314225255772	MAPK10;CDKL5;ERBB2;NEK1;PIK3CD;PTK2B;ATM	0.480246422834834
pathway-restricted SMAD protein phosphorylation (GO:0060389)	7/308	0.0129235213727438	0.356254593593779	0.0317310526536993	0.51687194381883	-4.00796137068323	17.4294467253468	MAPK10;CDKL5;ERBB2;NEK1;PIK3CD;PTK2B;ATM	0.448239527096925
common-partner SMAD protein phosphorylation (GO:0007182)	7/303	0.0118990845058017	0.33094328781761	0.0294519819701406	0.51687194381883	-3.91643520015072	17.3548750757892	MAPK10;CDKL5;ERBB2;NEK1;PIK3CD;PTK2B;ATM	0.480246422834834
protein phosphorylation involved in DNA double-strand break processing (GO:1990802)	7/312	0.0137876870051071	0.364305328716441	0.0336376758721834	0.51687194381883	-4.04094002385808	17.3113035404798	MAPK10;CDKL5;ERBB2;NEK1;PIK3CD;PTK2B;ATM	0.438534476259537
protein phosphorylation involved in cellular protein catabolic process (GO:1902002)	7/310	0.0133505743890597	0.364305328716441	0.0326750228151682	0.51687194381883	-3.93717631938358	16.9936241678612	MAPK10;CDKL5;ERBB2;NEK1;PIK3CD;PTK2B;ATM	0.438534476259537
peptidyl-tyrosine phosphorylation (GO:0018108)	7/327	0.0173989487353286	0.400813798657732	0.041465544730351	0.51687194381883	-4.18603784530814	16.9590855543354	MAPK10;CDKL5;ERBB2;NEK1;PIK3CD;PTK2B;ATM	0.397057335599505
peptidyl-threonine phosphorylation (GO:0018107)	7/320	0.0156391809529155	0.383590934396312	0.0376776512031207	0.51687194381883	-4.05343208882789	16.8540729942825	MAPK10;CDKL5;ERBB2;NEK1;PIK3CD;PTK2B;ATM	0.416131665287038
protein phosphorylation involved in mitotic spindle assembly (GO:1990801)	7/323	0.0163770745262206	0.392419901147516	0.0392718232494533	0.51687194381883	-4.06064187487199	16.6968429442936	MAPK10;CDKL5;ERBB2;NEK1;PIK3CD;PTK2B;ATM	0.406248975962357
JUN phosphorylation (GO:0007258)	7/328	0.0176613027515264	0.400813798657732	0.0420262325522667	0.51687194381883	-4.10167207404206	16.5559043290353	MAPK10;CDKL5;ERBB2;NEK1;PIK3CD;PTK2B;ATM	0.397057335599505
central nervous system development (GO:0007417)	7/333	0.0190151002250458	0.405698884938477	0.0449038223377866	0.51687194381883	-4.07272611111499	16.138266272677	ATXN3;VCAN;PCDHA1;INTU;PCDHA4;PCDHA3;PCDHA2	0.391796185950424
protein autophosphorylation (GO:0046777)	7/358	0.0268873683647477	0.418998694244723	0.061183736245543	0.51687194381883	-4.33992447778382	15.6935951761909	MAPK10;CDKL5;ERBB2;NEK1;PIK3CD;PTK2B;ATM	0.377787330454218
peptidyl-serine phosphorylation (GO:0018105)	7/352	0.0248243882461202	0.418998694244723	0.0569852324078112	0.51687194381883	-4.14490594609933	15.3192768947625	MAPK10;CDKL5;ERBB2;NEK1;PIK3CD;PTK2B;ATM	0.377787330454218
brain segmentation (GO:0035284)	4/85	0.00504978111206559	0.199114786887143	0.010451533234304	0.41210792436528	-2.82340401558265	14.9313191051423	NIPBL;UBE3A;PROX1;CLN5	0.700896486707743
trigeminal sensory nucleus development (GO:0021730)	4/85	0.00504978111206559	0.199114786887143	0.010451533234304	0.41210792436528	-2.82115896232281	14.9194463421776	NIPBL;UBE3A;PROX1;CLN5	0.700896486707743
cellular protein modification process (GO:0006464)	6/271	0.0232517571871615	0.418998694244723	0.0501212634776027	0.51687194381883	-3.93380835516042	14.7965267176795	VCAN;ITIH2;UBE2I;MIA3;LAMB1;KTN1	0.377787330454218
ventricular system development (GO:0021591)	4/87	0.0054827523739337	0.210849057343253	0.0112753681573624	0.433614466792395	-2.80359765500714	14.5959444536504	NIPBL;UBE3A;PROX1;CLN5	0.676028336273679
ganglion development (GO:0061548)	6/244	0.0146718114388533	0.367711499856885	0.0330312187882836	0.51687194381883	-3.44919531597048	14.5619066559152	ATXN3;PCDHA1;INTU;PCDHA4;PCDHA3;PCDHA2	0.434492787737092
nervous system development (GO:0007399)	6/244	0.0146718114388533	0.367711499856885	0.0330312187882836	0.51687194381883	-3.44646312046228	14.5503717985611	ATXN3;PCDHA1;INTU;PCDHA4;PCDHA3;PCDHA2	0.434492787737092
autonomic nervous system development (GO:0048483)	6/245	0.0149425133081241	0.369412134561957	0.0335844338767725	0.51687194381883	-3.46026720071101	14.5453884979705	ATXN3;PCDHA1;INTU;PCDHA4;PCDHA3;PCDHA2	0.432488842824466
stomatogastric nervous system development (GO:0007421)	6/244	0.0146718114388533	0.367711499856885	0.0330312187882836	0.51687194381883	-3.44502821913828	14.5443138931001	ATXN3;PCDHA1;INTU;PCDHA4;PCDHA3;PCDHA2	0.434492787737092
brain development (GO:0007420)	5/174	0.0137634117087053	0.364305328716441	0.0287606013662037	0.51687194381883	-3.31442242178152	14.2047578318084	NIPBL;VCAN;UBE3A;PROX1;CLN5	0.438534476259537
peripheral nervous system development (GO:0007422)	6/255	0.0178430313227583	0.400813798657732	0.0394494222779532	0.51687194381883	-3.50808274557277	14.1240401551826	ATXN3;PCDHA1;INTU;PCDHA4;PCDHA3;PCDHA2	0.397057335599505
brain morphogenesis (GO:0048854)	4/94	0.00719194630851036	0.250735371887532	0.0144841726691466	0.501313309604351	-2.81759540683816	13.9042513507708	NIPBL;UBE3A;PROX1;CLN5	0.600784394673802
negative regulation of protein kinase activity by protein phosphorylation (GO:0100002)	7/374	0.0329533949645346	0.418998694244723	0.0732916345939271	0.51687194381883	-4.07238715538494	13.8976767793891	MAPK10;CDKL5;ERBB2;NEK1;PIK3CD;PTK2B;ATM	0.377787330454218
cellular protein metabolic process (GO:0044267)	5/188	0.0186189391801749	0.400813798657732	0.0379300865396057	0.51687194381883	-3.45470040227506	13.7620615434315	VCAN;ITIH2;LAMB1;MIA3;KTN1	0.397057335599505
ferredoxin metabolic process (GO:0006124)	5/188	0.0186189391801749	0.400813798657732	0.0379300865396057	0.51687194381883	-3.4511450641314	13.7478985837988	VCAN;ITIH2;LAMB1;MIA3;KTN1	0.397057335599505
prosthetic group metabolic process (GO:0051189)	5/188	0.0186189391801749	0.400813798657732	0.0379300865396057	0.51687194381883	-3.44975617994461	13.7423658581121	VCAN;ITIH2;LAMB1;MIA3;KTN1	0.397057335599505
rhodopsin metabolic process (GO:0046154)	5/188	0.0186189391801749	0.400813798657732	0.0379300865396057	0.51687194381883	-3.44632011459817	13.7286780307295	VCAN;ITIH2;LAMB1;MIA3;KTN1	0.397057335599505
regulation of asymmetric protein localization involved in cell fate determination (GO:1904785)	3/31	0.00198514420122981	0.11243134885147	0.00412542378359197	0.23797583492387	-2.20284483044927	13.7062409047903	TRIM5;WDPCP;TRIM22	0.949112579025231
regulation of protein localization (GO:0032880)	3/31	0.00198514420122981	0.11243134885147	0.00412542378359197	0.23797583492387	-2.20113301254914	13.6955898647352	TRIM5;WDPCP;TRIM22	0.949112579025231
regulation of protein localization to cell-cell adherens junction (GO:1904702)	3/31	0.00198514420122981	0.11243134885147	0.00412542378359197	0.23797583492387	-2.19744847035796	13.6726644084352	TRIM5;WDPCP;TRIM22	0.949112579025231
regulation of protein localization to synapse (GO:1902473)	3/31	0.00198514420122981	0.11243134885147	0.00412542378359197	0.23797583492387	-2.19466962076147	13.6553742291719	TRIM5;WDPCP;TRIM22	0.949112579025231
regulation of establishment of protein localization (GO:0070201)	3/33	0.00238120173636445	0.128795739716248	0.00485451792233822	0.265295146106729	-2.24356023734545	13.5514403395308	TRIM5;WDPCP;TRIM22	0.890098502258233
dendrite arborization (GO:0140059)	2/13	0.00479655298294029	0.194042370673494	0.00879490120854363	0.376498400284602	-2.52453111697492	13.4806370440364	FARP1;CHRNA7	0.712103428108398
