Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Z.score	Combined.Score	Genes	log10P
NF-kappa B signaling pathway_Homo sapiens_hsa04064	3/93	0.0398799617485863	0.269447074327635	0.0690160374706299	0.448604243559094	-1.14191341194517	3.67910946023108	UBE2I;ATM;BIRC2	0.569526527637679
HIF-1 signaling pathway_Homo sapiens_hsa04066	3/103	0.0513076426176279	0.307845855705768	0.0870282443610587	0.516732294978095	-1.17080063586608	3.4771790249464	LDHA;ERBB2;PIK3CD	0.511666688608902
Insulin resistance_Homo sapiens_hsa04931	3/109	0.0588434693605637	0.312767203475992	0.0987001320835121	0.516732294978095	-1.14580001879634	3.24590756639588	MAPK10;PIK3CD;PCK2	0.504778793003971
TNF signaling pathway_Homo sapiens_hsa04668	3/110	0.0601475391299985	0.312767203475992	0.100704920968853	0.516732294978095	-1.13384385394708	3.18718376657756	MAPK10;PIK3CD;BIRC2	0.504778793003971
African trypanosomiasis_Homo sapiens_hsa05143	2/35	0.0325806823022252	0.253264581155312	0.0513972232111903	0.448604243559094	-0.83414558497504	2.85614429003205	HBA2;HBA1	0.596425541691284
Proteoglycans in cancer_Homo sapiens_hsa05205	4/203	0.0832518592817748	0.350560309108871	0.147834116970942	0.516732294978095	-1.08154349921636	2.68859256325491	ERBB2;RRAS2;PIK3CD;CBL	0.45523725684117
Sphingolipid signaling pathway_Homo sapiens_hsa04071	3/120	0.073918501854506	0.345740481296106	0.121628525507616	0.516732294978095	-0.979535836623369	2.55148722748903	MAPK10;PIK3CD;PPP2R5C	0.461249767769574
AMPK signaling pathway_Homo sapiens_hsa04152	3/124	0.0797862649144861	0.345740481296106	0.130416666057743	0.516732294978095	-0.922124161245902	2.33150233314588	PIK3CD;PPP2R5C;PCK2	0.461249767769574
Cell cycle_Homo sapiens_hsa04110	3/124	0.0797862649144861	0.345740481296106	0.130416666057743	0.516732294978095	-0.848404696057274	2.14510974925206	ORC4;CDC27;ATM	0.461249767769574
Type II diabetes mellitus_Homo sapiens_hsa04930	2/48	0.0577195988320017	0.312767203475992	0.0871788522886755	0.516732294978095	-0.740643991365003	2.11243405199654	MAPK10;PIK3CD	0.504778793003971
Hepatitis C_Homo sapiens_hsa05160	3/133	0.0936971487596107	0.350560309108871	0.150976395588611	0.516732294978095	-0.862820862519276	2.04289018788969	MAPK10;PSME3;PIK3CD	0.45523725684117
Natural killer cell mediated cytotoxicity_Homo sapiens_hsa04650	3/135	0.096916172652506	0.350560309108871	0.155682165794683	0.516732294978095	-0.855474863417078	1.99660037484784	PIK3CD;PTK2B;KLRD1	0.45523725684117
Endometrial cancer_Homo sapiens_hsa05213	2/52	0.0664592481765531	0.334440087598138	0.0993480293471381	0.516732294978095	-0.71793213857532	1.94643344028204	ERBB2;PIK3CD	0.47568167148658
Non-small cell lung cancer_Homo sapiens_hsa05223	2/56	0.0756058411558289	0.345740481296106	0.111962221490556	0.516732294978095	-0.739759054443961	1.91022190891166	ERBB2;PIK3CD	0.461249767769574
Malaria_Homo sapiens_hsa05144	2/49	0.0598643965805866	0.312767203475992	0.0901764565753055	0.516732294978095	-0.658898054110628	1.85524167915869	HBA2;HBA1	0.504778793003971
Pyruvate metabolism_Homo sapiens_hsa00620	2/40	0.0416090752148928	0.269447074327635	0.0644008419851905	0.448604243559094	-0.57117595834628	1.81601796479731	LDHA;PCK2	0.569526527637679
Tight junction_Homo sapiens_hsa04530	3/139	0.103487370903144	0.350560309108871	0.165231172088543	0.522184581140864	-0.697128335898566	1.5813001737544	TJP1;RRAS2;SPTAN1	0.45523725684117
Phospholipase D signaling pathway_Homo sapiens_hsa04072	3/144	0.111942317830442	0.350560309108871	0.17740886410555	0.522184581140864	-0.698837339417032	1.53029413073009	RRAS2;PIK3CD;PTK2B	0.45523725684117
Hepatitis B_Homo sapiens_hsa05161	3/146	0.115396515340592	0.350560309108871	0.182350008399826	0.526788913155053	-0.687406439510772	1.48437248842792	MAPK10;PIK3CD;PTK2B	0.45523725684117
Colorectal cancer_Homo sapiens_hsa05210	2/62	0.0900134550725413	0.350560309108871	0.131605140114229	0.516732294978095	-0.547302965102849	1.31779395530277	MAPK10;PIK3CD	0.45523725684117
Olfactory transduction_Homo sapiens_hsa04740	6/415	0.121659472528417	0.350560309108871	0.235723363912134	0.579018845051749	-0.621735793072384	1.30970469339111	OR10K1;OR2G6;OR14J1;OR2AT4;OR2M3;OR56A1	0.45523725684117
Staphylococcus aureus infection_Homo sapiens_hsa05150	2/56	0.0756058411558289	0.345740481296106	0.111962221490556	0.516732294978095	-0.494128369694843	1.27594901601491	CFH;C1S	0.461249767769574
Fc epsilon RI signaling pathway_Homo sapiens_hsa04664	2/68	0.105149653220267	0.350560309108871	0.151971433838306	0.516732294978095	-0.493262492372718	1.11100997279494	MAPK10;PIK3CD	0.45523725684117
Glycolysis / Gluconeogenesis_Homo sapiens_hsa00010	2/67	0.102580747706289	0.350560309108871	0.148533213436942	0.516732294978095	-0.437033089315824	0.995170236360718	LDHA;PCK2	0.45523725684117
HTLV-I infection_Homo sapiens_hsa05166	4/258	0.157605400360476	0.4239041802799	0.259694753042224	0.579018845051749	-0.519141063730837	0.959196611762289	CDC27;RRAS2;PIK3CD;ATM	0.372732300668056
Epithelial cell signaling in Helicobacter pylori infection_Homo sapiens_hsa05120	2/68	0.105149653220267	0.350560309108871	0.151971433838306	0.516732294978095	-0.363683221632265	0.819149423318257	MAPK10;TJP1	0.45523725684117
Calcium signaling pathway_Homo sapiens_hsa04020	3/180	0.179518827484466	0.433466892710461	0.270891099123577	0.579018845051749	-0.39501837818371	0.678434263358765	CHRNA7;ERBB2;PTK2B	0.363044067420149
Prolactin signaling pathway_Homo sapiens_hsa04917	2/72	0.115594971116313	0.350560309108871	0.165877919294151	0.522184581140864	-0.282733824471377	0.610044262755458	MAPK10;PIK3CD	0.45523725684117
Chronic myeloid leukemia_Homo sapiens_hsa05220	2/73	0.11824653854538	0.350560309108871	0.169389828078757	0.522184581140864	-0.26753519670505	0.571183237157593	PIK3CD;CBL	0.45523725684117
p53 signaling pathway_Homo sapiens_hsa04115	2/69	0.107735971469655	0.350560309108871	0.155425647947861	0.516732294978095	-0.21309388271781	0.474788460959504	EI24;ATM	0.45523725684117
GnRH signaling pathway_Homo sapiens_hsa04912	2/91	0.168198432828828	0.429479618398484	0.234280179570091	0.579018845051749	-0.238564800400588	0.425268201334581	MAPK10;PTK2B	0.367057441441822
PPAR signaling pathway_Homo sapiens_hsa03320	2/69	0.107735971469655	0.350560309108871	0.155425647947861	0.516732294978095	-0.161118308297442	0.358983151713664	ACSL5;PCK2	0.45523725684117
Adherens junction_Homo sapiens_hsa04520	2/74	0.120913347365264	0.350560309108871	0.172914643063789	0.522184581140864	-0.122277607253694	0.258333593149912	TJP1;ERBB2	0.45523725684117
Inflammatory mediator regulation of TRP channels_Homo sapiens_hsa04750	2/98	0.18848632183743	0.433466892710461	0.259998533155684	0.579018845051749	-0.141926616438009	0.236837179645638	MAPK10;PIK3CD	0.363044067420149
AGE-RAGE signaling pathway in diabetic complications_Homo sapiens_hsa04933	2/101	0.197283008861813	0.433466892710461	0.271042926540388	0.579018845051749	-0.116782956822797	0.189552284339132	MAPK10;PIK3CD	0.363044067420149
mRNA surveillance pathway_Homo sapiens_hsa03015	2/91	0.168198432828828	0.429479618398484	0.234280179570091	0.579018845051749	-0.0804402446714731	0.143393652831052	HBS1L;PPP2R5C	0.367057441441822
Bacterial invasion of epithelial cells_Homo sapiens_hsa05100	2/78	0.131724745360818	0.366947504933708	0.187131385374554	0.530772656698734	-0.0686983996957272	0.1392544588032	PIK3CD;CBL	0.435396060947611
Salmonella infection_Homo sapiens_hsa05132	2/86	0.153957724426627	0.421357982641294	0.216015401371453	0.579018845051749	-0.05753063593861	0.107644262987689	MAPK10;TJP1	0.37534877394109
Estrogen signaling pathway_Homo sapiens_hsa04915	2/99	0.191412553805552	0.433466892710461	0.26367953418001	0.579018845051749	-0.0647341311310924	0.107026506389946	HSP90AB1;PIK3CD	0.363044067420149
MicroRNAs in cancer_Homo sapiens_hsa05206	4/297	0.221007437515222	0.442014875030445	0.347157528280575	0.603947755960632	-0.0484783818757991	0.0731809739872979	UBE2I;BCL2L11;ERBB2;ATM	0.354563115187247
Phosphatidylinositol signaling system_Homo sapiens_hsa04070	2/98	0.18848632183743	0.433466892710461	0.259998533155684	0.579018845051749	-0.0129102395308294	0.0215437019198354	PPIP5K2;PIK3CD	0.363044067420149
Pertussis_Homo sapiens_hsa05133	2/75	0.123594980775563	0.350560309108871	0.176451777788107	0.522184581140864	0.00108754800683216	-0.0022737859310029	MAPK10;C1S	0.45523725684117
Amoebiasis_Homo sapiens_hsa05146	2/100	0.194344878927668	0.433466892710461	0.267361120657751	0.579018845051749	0.0102549439481386	-0.0167988387458017	PIK3CD;LAMB1	0.363044067420149
Choline metabolism in cancer_Homo sapiens_hsa05231	2/101	0.197283008861813	0.433466892710461	0.271042926540388	0.579018845051749	0.0123530287209305	-0.0200503984165451	MAPK10;PIK3CD	0.363044067420149
cAMP signaling pathway_Homo sapiens_hsa04024	3/199	0.218790958407865	0.442014875030445	0.32248389083279	0.603947755960632	0.0198749857764866	-0.0302027942255042	MAPK10;RRAS2;PIK3CD	0.354563115187247
Glucagon signaling pathway_Homo sapiens_hsa04922	2/101	0.197283008861813	0.433466892710461	0.271042926540388	0.579018845051749	0.0443506315901411	-0.0719862192096287	LDHA;PCK2	0.363044067420149
Regulation of actin cytoskeleton_Homo sapiens_hsa04810	3/214	0.250931044311222	0.477127926260991	0.363382626163453	0.603947755960632	0.0824104476197715	-0.113938797799632	DIAPH2;RRAS2;PIK3CD	0.32136516347438
Chagas disease (American trypanosomiasis)_Homo sapiens_hsa05142	2/104	0.206129407304352	0.440495719718889	0.28208610399957	0.579018845051749	0.0976549894999937	-0.154221751211768	MAPK10;PIK3CD	0.356058307255336
Toll-like receptor signaling pathway_Homo sapiens_hsa04620	2/106	0.212050932014661	0.441065938590495	0.289442917590579	0.586403833040653	0.1097091541713	-0.1701510854908	MAPK10;PIK3CD	0.355496479408995
T cell receptor signaling pathway_Homo sapiens_hsa04660	2/104	0.206129407304352	0.440495719718889	0.28208610399957	0.579018845051749	0.110922136961685	-0.175173908655059	PIK3CD;CBL	0.356058307255336
Cytokine-cytokine receptor interaction_Homo sapiens_hsa04060	1/265	0.885782511705702	0.885782511705702	0.932391826155404	0.932391826155404	1.85679765668187	-0.225199532499252	GHR	0.0526728983848422
Cholinergic synapse_Homo sapiens_hsa04725	2/111	0.226923095699741	0.447138173063365	0.307797381589849	0.603947755960632	0.166074169684371	-0.246311925654719	CHRNA7;PIK3CD	0.349558251976984
Ras signaling pathway_Homo sapiens_hsa04014	3/227	0.27931985161884	0.481216077064048	0.398573721069085	0.628055560472497	0.267583842357251	-0.341275825723097	MAPK10;RRAS2;PIK3CD	0.31765987164066
Platelet activation_Homo sapiens_hsa04611	2/122	0.259856835677148	0.481216077064048	0.347833325799065	0.603947755960632	0.27394844431873	-0.36917961657124	FGB;PIK3CD	0.31765987164066
Rap1 signaling pathway_Homo sapiens_hsa04015	1/211	0.821857190794642	0.827159495251381	0.882188227786905	0.887879764740369	1.90828337404921	-0.374383506237269	PIK3CD	0.0824107404729457
Neurotrophin signaling pathway_Homo sapiens_hsa04722	2/120	0.25385652486963	0.477127926260991	0.340600580113523	0.603947755960632	0.291937743512782	-0.40024256923426	MAPK10;PIK3CD	0.32136516347438
Huntington's disease_Homo sapiens_hsa05016	1/193	0.793463882432556	0.803768608178434	0.858367859782779	0.869515494325413	1.89283183101094	-0.437901451753899	NDUFS1	0.0948689595287926
Metabolic pathways_Homo sapiens_hsa01100	12/1239	0.303209460662357	0.483390375839361	0.595535033003162	0.724894974280838	0.372369128411865	-0.444359781884702	FUT8;LDHA;H6PD;MAN2A2;PIGN;AGL;KYNU;STT3A;ACSL5;NDUFS1;AK4;PCK2	0.31570200051808
Leukocyte transendothelial migration_Homo sapiens_hsa04670	2/118	0.247859665481433	0.477127926260991	0.33334479498222	0.603947755960632	0.324872295518539	-0.453161947310544	PIK3CD;PTK2B	0.32136516347438
Oocyte meiosis_Homo sapiens_hsa04114	2/123	0.262857764014338	0.481216077064048	0.35144046514552	0.603947755960632	0.341713647922092	-0.456578030204546	CDC27;PPP2R5C	0.31765987164066
Herpes simplex infection_Homo sapiens_hsa05168	1/185	0.779441982714834	0.794725158846497	0.846312688926614	0.862907055376155	1.84607854887676	-0.460000355371609	MAPK10	0.0997830381782071
Tuberculosis_Homo sapiens_hsa05152	1/178	0.766399187326091	0.786567586992567	0.834938511208062	0.856910577292485	1.87419681371048	-0.498634021911382	MAPK10	0.1042639540365
Alzheimer's disease_Homo sapiens_hsa05010	1/168	0.746426417568873	0.771142524110889	0.817237224073907	0.844298059308142	1.91276357125428	-0.559403461392118	NDUFS1	0.112865347351714
cGMP-PKG signaling pathway_Homo sapiens_hsa04022	1/167	0.744338119031622	0.771142524110889	0.815367391524872	0.844298059308142	1.93126235788133	-0.570224304244434	PIK3CD	0.112865347351714
Hippo signaling pathway_Homo sapiens_hsa04390	1/153	0.713242567921417	0.751796220241494	0.787122266427531	0.829669415964155	1.79956333965038	-0.608133113879845	BIRC2	0.123899862091731
Neuroactive ligand-receptor interaction_Homo sapiens_hsa04080	2/277	0.659216089482208	0.728209316596467	0.769414575463125	0.816521590287398	1.46466068952162	-0.61032981138897	GHR;CHRNA7	0.137743769070637
Oxytocin signaling pathway_Homo sapiens_hsa04921	1/158	0.724757414553021	0.758806420605848	0.797667596134734	0.835141912731668	1.89701048101802	-0.610682352586091	PIK3CD	0.119869003004918
Dopaminergic synapse_Homo sapiens_hsa04728	2/129	0.280861578199449	0.481216077064048	0.372939943555386	0.606027408277503	0.482107776689303	-0.612225452509302	MAPK10;PPP2R5C	0.31765987164066
Parkinson's disease_Homo sapiens_hsa05012	1/142	0.686197240638979	0.728209316596467	0.761978333527699	0.814168630344664	1.6758031758232	-0.631091002510616	NDUFS1	0.137743769070637
Osteoclast differentiation_Homo sapiens_hsa04380	2/132	0.289853796035759	0.483390375839361	0.383588113130997	0.615211118087535	0.517001017147725	-0.640243013769213	MAPK10;PIK3CD	0.31570200051808
Cell adhesion molecules (CAMs)_Homo sapiens_hsa04514	1/142	0.686197240638979	0.728209316596467	0.761978333527699	0.814168630344664	1.71666546021314	-0.646479337126851	VCAN	0.137743769070637
Endocytosis_Homo sapiens_hsa04144	2/259	0.622829359743752	0.709207154160769	0.736126572500989	0.814168630344664	1.37579292038041	-0.651414144663698	AGAP1;CBL	0.149226892082861
Signaling pathways regulating pluripotency of stem cells_Homo sapiens_hsa04550	1/142	0.686197240638979	0.728209316596467	0.761978333527699	0.814168630344664	1.78807827084474	-0.673372699607476	PIK3CD	0.137743769070637
Wnt signaling pathway_Homo sapiens_hsa04310	1/142	0.686197240638979	0.728209316596467	0.761978333527699	0.814168630344664	1.82807506174463	-0.688435097883348	MAPK10	0.137743769070637
MAPK signaling pathway_Homo sapiens_hsa04010	2/255	0.61435026268664	0.708964297310332	0.728206276886442	0.814168630344664	1.41381831471655	-0.68879821979786	MAPK10;RRAS2	0.149375634875502
Measles_Homo sapiens_hsa05162	1/136	0.67039195289245	0.728209316596467	0.747052156747624	0.814168630344664	1.72384405851832	-0.689352712392738	PIK3CD	0.137743769070637
Adrenergic signaling in cardiomyocytes_Homo sapiens_hsa04261	2/148	0.337486367949509	0.519786157893848	0.439006448293717	0.652736669518058	0.638986925140247	-0.694086870409692	PIK3CD;PPP2R5C	0.284175290110812
Systemic lupus erythematosus_Homo sapiens_hsa05322	1/135	0.66768188317801	0.728209316596467	0.744476313127616	0.814168630344664	1.77491802174548	-0.71696649437353	C1S	0.137743769070637
Jak-STAT signaling pathway_Homo sapiens_hsa04630	2/158	0.366792411663121	0.53980770018346	0.472286920655025	0.67211707773452	0.738567225875284	-0.740752813770574	GHR;PIK3CD	0.267760924664025
Oxidative phosphorylation_Homo sapiens_hsa00190	1/133	0.662195132571561	0.728209316596467	0.739246813924827	0.814168630344664	1.79756188383757	-0.740946028413277	NDUFS1	0.137743769070637
RNA transport_Homo sapiens_hsa03013	2/172	0.406947497938098	0.557600086278888	0.516884215976137	0.687925127049086	0.825068861999417	-0.741795568966864	FXR1;UBE2I	0.253677167710545
Lysosome_Homo sapiens_hsa04142	1/123	0.633381355074647	0.71599631443221	0.711474793776209	0.814168630344664	1.66707928688543	-0.761326072413578	CLN5	0.145089213203141
Axon guidance_Homo sapiens_hsa04360	1/127	0.645188861364081	0.724096851602853	0.722917095852578	0.814168630344664	1.76920107948719	-0.775285491499079	PLXNC1	0.140203340842153
Epstein-Barr virus infection_Homo sapiens_hsa05169	2/202	0.488527516582508	0.599102916517288	0.603888615101811	0.724894974280838	1.16425298625083	-0.834023664238217	MAPK10;PIK3CD	0.222498566197848
Purine metabolism_Homo sapiens_hsa00230	2/176	0.418200064709166	0.557600086278888	0.529173174653143	0.687925127049086	0.970326680733434	-0.845926275877561	GMPR2;AK4	0.253677167710545
Thyroid hormone signaling pathway_Homo sapiens_hsa04919	1/118	0.618071438680802	0.708964297310332	0.696515147326429	0.804861948021651	1.76105533055594	-0.847333941273204	PIK3CD	0.149375634875502
Transcriptional misregulation in cancer_Homo sapiens_hsa05202	2/180	0.429344892348729	0.566290420796851	0.54125418313138	0.692114235083425	1.00625894598528	-0.850786644072943	FUT8;ATM	0.246960784709785
Influenza A_Homo sapiens_hsa05164	2/175	0.41539683285463	0.557600086278888	0.526120314878926	0.687925127049086	0.982004269062181	-0.862711364502645	MAPK10;PIK3CD	0.253677167710545
Carbon metabolism_Homo sapiens_hsa01200	1/113	0.6021262932346	0.70098284884028	0.680791507252201	0.792563247248831	1.7288306866306	-0.877015175894144	H6PD	0.154292607918003
Viral carcinogenesis_Homo sapiens_hsa05203	2/205	0.496301164400049	0.600178152297733	0.611923358454137	0.724894974280838	1.27374473874494	-0.892350345215388	PIK3CD;UBE3A	0.221719817823582
Chemokine signaling pathway_Homo sapiens_hsa04062	2/187	0.448575344121692	0.568924826690926	0.561887876475305	0.703381189390235	1.23631251022603	-0.991125307382886	PIK3CD;PTK2B	0.244945114114781
Retrograde endocannabinoid signaling_Homo sapiens_hsa04723	1/101	0.561107258476873	0.658140844529264	0.639703749908525	0.750329210419022	1.86982354530118	-1.0804648211389	MAPK10	0.181681155844538
Fc gamma R-mediated phagocytosis_Homo sapiens_hsa04666	1/93	0.531453348388797	0.632587453190146	0.609459438466227	0.724894974280838	1.82921380380873	-1.15631895518791	PIK3CD	0.198879426179896
Longevity regulating pathway - mammal_Homo sapiens_hsa04211	1/94	0.535266306545508	0.632587453190146	0.613372670545325	0.724894974280838	1.88561604814108	-1.1784928458812	PIK3CD	0.198879426179896
Gap junction_Homo sapiens_hsa04540	1/88	0.511917152033581	0.614300582440297	0.5893000058965	0.723864574172079	2.02893664297006	-1.35856071745404	TJP1	0.21161907291015
Chemical carcinogenesis_Homo sapiens_hsa05204	1/82	0.487402490517569	0.599102916517288	0.563751217778803	0.703381189390235	2.0355010147911	-1.46284339379281	CHRNA7	0.222498566197848
ECM-receptor interaction_Homo sapiens_hsa04512	1/82	0.487402490517569	0.599102916517288	0.563751217778803	0.703381189390235	2.08523316925396	-1.49858415397246	LAMB1	0.222498566197848
Peroxisome_Homo sapiens_hsa04146	1/83	0.491571623809057	0.599102916517288	0.568115576045959	0.703381189390235	2.16695556430094	-1.53885834761974	ACSL5	0.222498566197848
RNA degradation_Homo sapiens_hsa03018	1/77	0.466041673724408	0.586310492750062	0.541268824872935	0.692114235083425	2.0879645816327	-1.59411965868385	CNOT2	0.231872333509769
B cell receptor signaling pathway_Homo sapiens_hsa04662	1/73	0.448317962821895	0.568924826690926	0.522463904106394	0.687925127049086	2.07709145828044	-1.66635193949093	PIK3CD	0.244945114114781
Melanoma_Homo sapiens_hsa05218	1/71	0.439238082797558	0.566290420796851	0.512778521687068	0.687925127049086	2.12462610933084	-1.74795897157478	PIK3CD	0.246960784709785
Inositol phosphate metabolism_Homo sapiens_hsa00562	1/71	0.439238082797558	0.566290420796851	0.512778521687068	0.687925127049086	2.20693292172703	-1.8156739123438	PIK3CD	0.246960784709785
RIG-I-like receptor signaling pathway_Homo sapiens_hsa04622	1/70	0.434642603691277	0.566290420796851	0.507863475787881	0.687925127049086	2.26233893977902	-1.88505135860929	MAPK10	0.246960784709785
Renal cell carcinoma_Homo sapiens_hsa05211	1/66	0.41588338750907	0.557600086278888	0.487709809892843	0.673298498613128	2.19824950729367	-1.9286350328766	PIK3CD	0.253677167710545
Longevity regulating pathway - multiple species_Homo sapiens_hsa04213	1/64	0.406273098995522	0.557600086278888	0.477330071100846	0.67211707773452	2.15610854388097	-1.94207097578407	PIK3CD	0.253677167710545
Glioma_Homo sapiens_hsa05214	1/65	0.411097725706088	0.557600086278888	0.482545594270938	0.67211707773452	2.23100018132994	-1.98319031310586	PIK3CD	0.253677167710545
VEGF signaling pathway_Homo sapiens_hsa04370	1/61	0.391562264254685	0.555306483852098	0.461370609164183	0.666424213237153	2.17581581646781	-2.04006826898088	PIK3CD	0.255467255602261
mTOR signaling pathway_Homo sapiens_hsa04150	1/60	0.386578599878095	0.553268454871402	0.455944784245147	0.664741928432176	2.14690344265964	-2.04046011687832	PIK3CD	0.257064090794033
Shigellosis_Homo sapiens_hsa05131	1/65	0.411097725706088	0.557600086278888	0.482545594270938	0.67211707773452	2.34132756530762	-2.08126300758875	MAPK10	0.253677167710545
Regulation of lipolysis in adipocytes_Homo sapiens_hsa04923	1/56	0.366234980275402	0.53980770018346	0.433697510344141	0.652736669518058	2.08946425527567	-2.09882532463575	PIK3CD	0.267760924664025
Acute myeloid leukemia_Homo sapiens_hsa05221	1/57	0.371382891090008	0.541455430000385	0.439341989098693	0.652736669518058	2.32831466355112	-2.30624619196566	PIK3CD	0.266437286594591
Legionellosis_Homo sapiens_hsa05134	1/55	0.361045174231505	0.53980770018346	0.427997025117452	0.652736669518058	2.37496565057474	-2.41950146269187	HBS1L	0.267760924664025
Steroid hormone biosynthesis_Homo sapiens_hsa00140	1/58	0.376489242790527	0.543817795141872	0.444931003731778	0.654804118699598	2.55299608484956	-2.49393457241216	SRD5A1	0.264546585263648
Starch and sucrose metabolism_Homo sapiens_hsa00500	1/56	0.366234980275402	0.53980770018346	0.433697510344141	0.652736669518058	2.60005373248828	-2.61170230856145	AGL	0.267760924664025
