Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Z.score	Combined.Score	Genes	log10P
telomeric repeat-containing RNA binding (GO:0061752)	20/1200	0.0017167572015316	0.0383644478484125	0.0189575539232365	0.128788314833532	-3.60775329350011	22.9717129023512	HSP90AB1;UBE2I;RPL21;SCAF11;RPL31;KRR1;NONO;RPL36A;RPL13A;RPL35A;RPL23A;HNRNPAB;ADD1;MRPL22;KTN1;FXR1;EIF3L;PCBP2;DCAF13;R3HDM2	1.4160710479028
RNA binding (GO:0003723)	20/1199	0.00169996730381786	0.0383644478484125	0.0188041452308959	0.128788314833532	-3.59844133724868	22.9477867198147	HSP90AB1;UBE2I;RPL21;SCAF11;RPL31;KRR1;NONO;RPL36A;RPL13A;RPL35A;RPL23A;HNRNPAB;ADD1;MRPL22;KTN1;FXR1;EIF3L;PCBP2;DCAF13;R3HDM2	1.4160710479028
primary miRNA binding (GO:0070878)	20/1204	0.00178533893678539	0.0383644478484125	0.0195810833612283	0.128788314833532	-3.61806934845708	22.8956746976574	HSP90AB1;UBE2I;RPL21;SCAF11;RPL31;KRR1;NONO;RPL36A;RPL13A;RPL35A;RPL23A;HNRNPAB;ADD1;MRPL22;KTN1;FXR1;EIF3L;PCBP2;DCAF13;R3HDM2	1.4160710479028
telomerase RNA binding (GO:0070034)	20/1205	0.00180284470428867	0.0383644478484125	0.0197394601710057	0.128788314833532	-3.62242648360902	22.8879013510168	HSP90AB1;UBE2I;RPL21;SCAF11;RPL31;KRR1;NONO;RPL36A;RPL13A;RPL35A;RPL23A;HNRNPAB;ADD1;MRPL22;KTN1;FXR1;EIF3L;PCBP2;DCAF13;R3HDM2	1.4160710479028
siRNA binding (GO:0035197)	20/1203	0.00176797826684102	0.0383644478484125	0.0194237084897895	0.128788314833532	-3.60848281034651	22.8702703480085	HSP90AB1;UBE2I;RPL21;SCAF11;RPL31;KRR1;NONO;RPL36A;RPL13A;RPL35A;RPL23A;HNRNPAB;ADD1;MRPL22;KTN1;FXR1;EIF3L;PCBP2;DCAF13;R3HDM2	1.4160710479028
snoRNA binding (GO:0030515)	20/1206	0.0018204965398777	0.0383644478484125	0.0198988430811147	0.128788314833532	-3.62457985804625	22.866191190503	HSP90AB1;UBE2I;RPL21;SCAF11;RPL31;KRR1;NONO;RPL36A;RPL13A;RPL35A;RPL23A;HNRNPAB;ADD1;MRPL22;KTN1;FXR1;EIF3L;PCBP2;DCAF13;R3HDM2	1.4160710479028
rRNA binding (GO:0019843)	20/1205	0.00180284470428867	0.0383644478484125	0.0197394601710057	0.128788314833532	-3.614872505163	22.8401723731445	HSP90AB1;UBE2I;RPL21;SCAF11;RPL31;KRR1;NONO;RPL36A;RPL13A;RPL35A;RPL23A;HNRNPAB;ADD1;MRPL22;KTN1;FXR1;EIF3L;PCBP2;DCAF13;R3HDM2	1.4160710479028
translation factor activity, RNA binding (GO:0008135)	20/1210	0.00189258413341149	0.0383644478484125	0.0205465190084982	0.128788314833532	-3.63053260636423	22.7627573280448	HSP90AB1;UBE2I;RPL21;SCAF11;RPL31;KRR1;NONO;RPL36A;RPL13A;RPL35A;RPL23A;HNRNPAB;ADD1;MRPL22;KTN1;FXR1;EIF3L;PCBP2;DCAF13;R3HDM2	1.4160710479028
single-stranded RNA binding (GO:0003727)	20/1216	0.00200526539488823	0.0391026752003206	0.0215489242725822	0.128788314833532	-3.61411027966811	22.4507766566531	HSP90AB1;UBE2I;RPL21;SCAF11;RPL31;KRR1;NONO;RPL36A;RPL13A;RPL35A;RPL23A;HNRNPAB;ADD1;MRPL22;KTN1;FXR1;EIF3L;PCBP2;DCAF13;R3HDM2	1.40779352943295
tRNA binding (GO:0000049)	20/1219	0.0020637124213158	0.0391547599936133	0.0220642720801384	0.128788314833532	-3.6045845035085	22.2880427042695	HSP90AB1;UBE2I;RPL21;SCAF11;RPL31;KRR1;NONO;RPL36A;RPL13A;RPL35A;RPL23A;HNRNPAB;ADD1;MRPL22;KTN1;FXR1;EIF3L;PCBP2;DCAF13;R3HDM2	1.40721543377719
double-stranded RNA binding (GO:0003725)	20/1223	0.00214388850357622	0.0396055191976448	0.0227663248217173	0.128788314833532	-3.57505407556257	21.9691864983514	HSP90AB1;UBE2I;RPL21;SCAF11;RPL31;KRR1;NONO;RPL36A;RPL13A;RPL35A;RPL23A;HNRNPAB;ADD1;MRPL22;KTN1;FXR1;EIF3L;PCBP2;DCAF13;R3HDM2	1.40224428907295
cadherin binding (GO:0045296)	9/275	0.000417538243218463	0.0383644478484125	0.00226962673496053	0.128788314833532	-2.81329709451504	21.8906428483481	PTPRT;TJP1;LDHA;HSP90AB1;RPL23A;CBL;SPTAN1;ADD1;KTN1	1.4160710479028
mRNA binding (GO:0003729)	20/1230	0.00229056371184615	0.0412301468132307	0.0240367036373612	0.128788314833532	-3.59249894726911	21.8386478061145	HSP90AB1;UBE2I;RPL21;SCAF11;RPL31;KRR1;NONO;RPL36A;RPL13A;RPL35A;RPL23A;HNRNPAB;ADD1;MRPL22;KTN1;FXR1;EIF3L;PCBP2;DCAF13;R3HDM2	1.38478511875037
cadherin binding involved in cell-cell adhesion (GO:0098641)	9/294	0.000674746519455204	0.0383644478484125	0.00350029126815013	0.128788314833532	-2.87398300992496	20.9834484890643	PTPRT;TJP1;LDHA;HSP90AB1;RPL23A;CBL;SPTAN1;ADD1;KTN1	1.4160710479028
inositol heptakisphosphate kinase activity (GO:0000829)	4/65	0.0019127573713596	0.0383644478484125	0.00514363512814242	0.128788314833532	-2.91300755518559	18.2331243534213	CDKL5;PPIP5K2;PIK3CD;NEK1	1.4160710479028
inositol hexakisphosphate kinase activity (GO:0000828)	4/65	0.0019127573713596	0.0383644478484125	0.00514363512814242	0.128788314833532	-2.9087935090641	18.2067477562075	CDKL5;PPIP5K2;PIK3CD;NEK1	1.4160710479028
inositol-1,3,4,5,6-pentakisphosphate kinase activity (GO:0000827)	4/65	0.0019127573713596	0.0383644478484125	0.00514363512814242	0.128788314833532	-2.89824506199501	18.1407228168612	CDKL5;PPIP5K2;PIK3CD;NEK1	1.4160710479028
diphosphoinositol-pentakisphosphate kinase activity (GO:0033857)	4/62	0.00160585327439826	0.0383644478484125	0.00438801432219713	0.128788314833532	-2.75964871302679	17.7558558632155	CDKL5;PPIP5K2;PIK3CD;NEK1	1.4160710479028
Hsp70 protein binding (GO:0030544)	3/25	0.00105253196487105	0.0383644478484125	0.00273304173032781	0.128788314833532	-1.55063669674088	10.6320283120451	DNAJC10;METTL21A;IQCG	1.4160710479028
4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity (GO:0050515)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.24574342213553	9.59970847388396	CDKL5;PIK3CD;NEK1	1.19011579806494
5-dehydro-2-deoxygluconokinase activity (GO:0047590)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.24391161634751	9.59187819310815	CDKL5;PIK3CD;NEK1	1.19011579806494
(S)-lactate 2-kinase activity (GO:0043841)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.21704390888219	9.47702884901728	CDKL5;PIK3CD;NEK1	1.19011579806494
acyl-phosphate-hexose phosphotransferase activity (GO:0047328)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.21245620285143	9.45741813123666	CDKL5;PIK3CD;NEK1	1.19011579806494
2-phosphoglycerate kinase activity (GO:0036357)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-2.1607821417189	9.42738331323858	CDKL5;PIK3CD;NEK1	1.19011579806494
(deoxy)adenylate kinase activity (GO:0047506)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-2.15674332349676	9.40976215339211	CDKL5;PIK3CD;NEK1	1.19011579806494
adenosylcobinamide kinase activity (GO:0043752)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.19369098788068	9.37720389509845	CDKL5;PIK3CD;NEK1	1.19011579806494
alkylglycerol kinase activity (GO:0047649)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.18048691622784	9.32076145501999	CDKL5;PIK3CD;NEK1	1.19011579806494
5-methyldeoxycytidine-5'-phosphate kinase activity (GO:0047336)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-2.13106046628073	9.29770914495595	CDKL5;PIK3CD;NEK1	1.19011579806494
ADP-specific phosphofructokinase activity (GO:0043844)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.17449660346695	9.29515512100821	CDKL5;PIK3CD;NEK1	1.19011579806494
agmatine kinase activity (GO:0047633)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-2.12194555422565	9.25794124418031	CDKL5;PIK3CD;NEK1	1.19011579806494
ADP-thymidine kinase activity (GO:0047628)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.1653201935101	9.25592941981977	CDKL5;PIK3CD;NEK1	1.19011579806494
aminoglycoside phosphotransferase activity (GO:0034071)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.15184763421531	9.19833929605394	CDKL5;PIK3CD;NEK1	1.19011579806494
AMP-thymidine kinase activity (GO:0047667)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.14891013808849	9.18578260494548	CDKL5;PIK3CD;NEK1	1.19011579806494
acetate kinase (diphosphate) activity (GO:0047601)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-2.10495418562912	9.18380876146338	CDKL5;PIK3CD;NEK1	1.19011579806494
alkylglycerone kinase activity (GO:0047650)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.14682727702841	9.17687915730702	CDKL5;PIK3CD;NEK1	1.19011579806494
acetylglutamate kinase activity (GO:0003991)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-2.09790667642361	9.1530608348672	CDKL5;PIK3CD;NEK1	1.19011579806494
acetate kinase activity (GO:0008776)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-2.09086610354471	9.12234317111357	CDKL5;PIK3CD;NEK1	1.19011579806494
cobinamide kinase activity (GO:0008819)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.13313998371125	9.11837112636004	CDKL5;PIK3CD;NEK1	1.19011579806494
alpha-glucan, water dikinase activity (GO:0050521)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-2.07411227033624	9.04924704329353	CDKL5;PIK3CD;NEK1	1.19011579806494
beta-glucoside kinase activity (GO:0047700)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.11115122576981	9.02437745644207	CDKL5;PIK3CD;NEK1	1.19011579806494
amino acid kinase activity (GO:0019202)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-2.06740162909435	9.01996885460275	CDKL5;PIK3CD;NEK1	1.19011579806494
ammonia kinase activity (GO:0047666)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-2.06641508699285	9.01566462125781	CDKL5;PIK3CD;NEK1	1.19011579806494
dehydrogluconokinase activity (GO:0047841)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.10652331808382	9.00459489170576	CDKL5;PIK3CD;NEK1	1.19011579806494
D-arabinokinase activity (GO:0047814)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.10425597995727	8.99490287399257	CDKL5;PIK3CD;NEK1	1.19011579806494
carbamate kinase activity (GO:0008804)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-2.0591039414302	8.98376646255537	CDKL5;PIK3CD;NEK1	1.19011579806494
diphosphate-serine phosphotransferase activity (GO:0047332)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.10058790590431	8.97922323703054	CDKL5;PIK3CD;NEK1	1.19011579806494
autoinducer-2 kinase activity (GO:0071518)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-2.05039065699766	8.94575084280508	CDKL5;PIK3CD;NEK1	1.19011579806494
ATP:2-methylpropanoate phosphotransferase activity (GO:0047758)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-2.04868180306734	8.93829519944499	CDKL5;PIK3CD;NEK1	1.19011579806494
butyrate kinase activity (GO:0047761)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-2.04591218461137	8.92621149405345	CDKL5;PIK3CD;NEK1	1.19011579806494
erythritol kinase activity (GO:0047878)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.08372229680649	8.90712910153057	CDKL5;PIK3CD;NEK1	1.19011579806494
diphosphate-glycerol phosphotransferase activity (GO:0047331)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.08264845466497	8.90253883026275	CDKL5;PIK3CD;NEK1	1.19011579806494
formate kinase activity (GO:0047900)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-2.04027537843197	8.90161839348599	CDKL5;PIK3CD;NEK1	1.19011579806494
glucosamine kinase activity (GO:0047931)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.07743197309736	8.88024033355344	CDKL5;PIK3CD;NEK1	1.19011579806494
farnesyl diphosphate kinase activity (GO:0047887)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-2.03349838355094	8.87205070722008	CDKL5;PIK3CD;NEK1	1.19011579806494
galacturonokinase activity (GO:0047912)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.07056213916071	8.85087437731559	CDKL5;PIK3CD;NEK1	1.19011579806494
diphosphate-protein phosphotransferase activity (GO:0047321)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.06492439835988	8.82677515582579	CDKL5;PIK3CD;NEK1	1.19011579806494
carbohydrate kinase activity (GO:0019200)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.05362153422382	8.77845966281061	CDKL5;PIK3CD;NEK1	1.19011579806494
gluconokinase activity (GO:0046316)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.04974323870935	8.76188140816783	CDKL5;PIK3CD;NEK1	1.19011579806494
fructosamine-3-kinase activity (GO:0030387)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-2.00726967482829	8.75761617623911	CDKL5;PIK3CD;NEK1	1.19011579806494
glucose-1-phosphate phosphodismutase activity (GO:0047937)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.04170891841589	8.72753771073438	CDKL5;PIK3CD;NEK1	1.19011579806494
glutamate 1-kinase activity (GO:0047944)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-1.99820731463301	8.71807755657261	CDKL5;PIK3CD;NEK1	1.19011579806494
glucuronokinase activity (GO:0047940)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.0386108237291	8.7142945211854	CDKL5;PIK3CD;NEK1	1.19011579806494
glycerol-3-phosphate-glucose phosphotransferase activity (GO:0047327)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-2.0380931506277	8.71208166338108	CDKL5;PIK3CD;NEK1	1.19011579806494
guanidinoacetate kinase activity (GO:0047973)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-1.9853229540999	8.66186374253446	CDKL5;PIK3CD;NEK1	1.19011579806494
glycerone kinase activity (GO:0004371)	3/63	0.0145279446566092	0.0645482098034154	0.0289865437944416	0.128788314833532	-2.0430332604589	8.64546557524271	CDKL5;PIK3CD;NEK1	1.19011579806494
acylglycerol kinase activity (GO:0047620)	3/63	0.0145279446566092	0.0645482098034154	0.0289865437944416	0.128788314833532	-2.04297581714429	8.64522249344437	CDKL5;PIK3CD;NEK1	1.19011579806494
glycerate 2-kinase activity (GO:0043798)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-1.98027796452243	8.63985270790036	CDKL5;PIK3CD;NEK1	1.19011579806494
kinase activity (GO:0016301)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-1.97978460008674	8.63770018379412	CDKL5;PIK3CD;NEK1	1.19011579806494
phosphatidylinositol 3-kinase activity (GO:0035004)	3/61	0.0133215679158476	0.0645482098034154	0.0267739094473198	0.128788314833532	-1.99978703651599	8.63582216348064	CDKL5;PIK3CD;NEK1	1.19011579806494
hypotaurocyamine kinase activity (GO:0047715)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-1.97912862924197	8.63483821614058	CDKL5;PIK3CD;NEK1	1.19011579806494
dolichol kinase activity (GO:0004168)	3/63	0.0145279446566092	0.0645482098034154	0.0289865437944416	0.128788314833532	-2.03995476018745	8.6324383433149	CDKL5;PIK3CD;NEK1	1.19011579806494
glucose-1,6-bisphosphate synthase activity (GO:0047933)	3/63	0.0145279446566092	0.0645482098034154	0.0289865437944416	0.128788314833532	-2.03522173105885	8.61240967261733	CDKL5;PIK3CD;NEK1	1.19011579806494
hydroxylysine kinase activity (GO:0047992)	3/63	0.0145279446566092	0.0645482098034154	0.0289865437944416	0.128788314833532	-2.03437242703199	8.60881568867726	CDKL5;PIK3CD;NEK1	1.19011579806494
lombricine kinase activity (GO:0050059)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-1.97312952662677	8.60866443452835	CDKL5;PIK3CD;NEK1	1.19011579806494
phosphomevalonate kinase activity (GO:0004631)	3/61	0.0133215679158476	0.0645482098034154	0.0267739094473198	0.128788314833532	-1.98119275567252	8.55552516200502	CDKL5;PIK3CD;NEK1	1.19011579806494
selenide, water dikinase activity (GO:0004756)	3/61	0.0133215679158476	0.0645482098034154	0.0267739094473198	0.128788314833532	-1.98019923067621	8.55123475256321	CDKL5;PIK3CD;NEK1	1.19011579806494
N2-acetyl-L-aminoadipate kinase activity (GO:0043744)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-1.95906155958906	8.54728660511101	CDKL5;PIK3CD;NEK1	1.19011579806494
lipid kinase activity (GO:0001727)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-1.95757150475394	8.5407855711487	CDKL5;PIK3CD;NEK1	1.19011579806494
inositol pentakisphosphate 2-kinase activity (GO:0035299)	3/63	0.0145279446566092	0.0645482098034154	0.0289865437944416	0.128788314833532	-2.01620325680322	8.53192955139122	CDKL5;PIK3CD;NEK1	1.19011579806494
ADP-specific glucokinase activity (GO:0043843)	3/63	0.0145279446566092	0.0645482098034154	0.0289865437944416	0.128788314833532	-2.01271414051606	8.51716472336199	CDKL5;PIK3CD;NEK1	1.19011579806494
opheline kinase activity (GO:0050154)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-1.95082752229476	8.51136191641143	CDKL5;PIK3CD;NEK1	1.19011579806494
hamamelose kinase activity (GO:0047976)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.9882471622493	8.49900881084202	CDKL5;PIK3CD;NEK1	1.19011579806494
