Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Z.score	Combined.Score	Genes	log10P
insulin control element activator complex (GO:0030232)	3/33	0.00238120173636445	0.0288101446950353	0.00728755363150676	0.105018631552515	-1.56411223743161	9.44747251135248	NONO;TCF12;HNRNPAB	1.54045456052911
ISGF3 complex (GO:0070721)	3/33	0.00238120173636445	0.0288101446950353	0.00728755363150676	0.105018631552515	-1.5174789700501	9.16580058196151	NONO;TCF12;HNRNPAB	1.54045456052911
M/G1 phase-specific MADS box-forkhead transcription factor complex (GO:0097221)	3/33	0.00238120173636445	0.0288101446950353	0.00728755363150676	0.105018631552515	-1.47836464933654	8.92954421819292	NONO;TCF12;HNRNPAB	1.54045456052911
ATF1-ATF4 transcription factor complex (GO:1990590)	3/35	0.00282289602199193	0.0288101446950353	0.00847412588896376	0.105018631552515	-1.49276125751937	8.76249658407721	NONO;TCF12;HNRNPAB	1.54045456052911
MBF transcription complex (GO:0030907)	3/33	0.00238120173636445	0.0288101446950353	0.00728755363150676	0.105018631552515	-1.41861968326595	8.56867566212917	NONO;TCF12;HNRNPAB	1.54045456052911
Pip2-Oaf1 complex (GO:0089716)	3/33	0.00238120173636445	0.0288101446950353	0.00728755363150676	0.105018631552515	-1.37599587759471	8.31122148283734	NONO;TCF12;HNRNPAB	1.54045456052911
ATF4-CREB1 transcription factor complex (GO:1990589)	3/35	0.00282289602199193	0.0288101446950353	0.00847412588896376	0.105018631552515	-1.40437671299447	8.24368001807679	NONO;TCF12;HNRNPAB	1.54045456052911
Myc-Max complex (GO:0071943)	3/33	0.00238120173636445	0.0288101446950353	0.00728755363150676	0.105018631552515	-1.36445714614837	8.24152581423606	NONO;TCF12;HNRNPAB	1.54045456052911
beta-catenin-TCF complex (GO:1990907)	3/35	0.00282289602199193	0.0288101446950353	0.00847412588896376	0.105018631552515	-1.39161651964608	8.16877778567746	NONO;TCF12;HNRNPAB	1.54045456052911
transcription factor TFIID complex (GO:0005669)	4/76	0.0033841181610338	0.0309023421547034	0.0119064705550144	0.114016828524664	-1.42245501863702	8.0918656978381	NONO;TCF12;HNRNPAB;RPAP2	1.51000860321869
RNA polymerase II transcription factor complex (GO:0090575)	3/33	0.00238120173636445	0.0288101446950353	0.00728755363150676	0.105018631552515	-1.31568587952821	7.94694004877056	NONO;TCF12;HNRNPAB	1.54045456052911
Rb-E2F complex (GO:0035189)	3/36	0.00306137565160747	0.0295082597529942	0.00910745390670522	0.10534288352089	-1.36801045864692	7.91926330158266	NONO;TCF12;HNRNPAB	1.53005640222343
CCAAT-binding factor complex (GO:0016602)	3/37	0.00331187243761746	0.0309023421547034	0.00976780391430212	0.10753021848378	-1.37903683899414	7.87463346860678	NONO;TCF12;HNRNPAB	1.51000860321869
CHOP-ATF4 complex (GO:1990617)	3/35	0.00282289602199193	0.0288101446950353	0.00847412588896376	0.105018631552515	-1.31321284101237	7.70854882224055	NONO;TCF12;HNRNPAB	1.54045456052911
SRF-myogenin-E12 complex (GO:0070514)	3/33	0.00238120173636445	0.0288101446950353	0.00728755363150676	0.105018631552515	-1.27584600879138	7.70630125403798	NONO;TCF12;HNRNPAB	1.54045456052911
PML body (GO:0016605)	6/302	0.0366532341517997	0.270610047886691	0.127615883088345	0.82005021169733	-2.31565862738635	7.65615469699938	UBE2I;SCAF11;TP53BP1;RNF4;ADD1;TRIM22	0.567656081867258
SBF transcription complex (GO:0033309)	3/33	0.00238120173636445	0.0288101446950353	0.00728755363150676	0.105018631552515	-1.24889177402292	7.54349363323851	NONO;TCF12;HNRNPAB	1.54045456052911
TEAD-1-YAP complex (GO:0071148)	3/35	0.00282289602199193	0.0288101446950353	0.00847412588896376	0.105018631552515	-1.2727328829301	7.47093179364151	NONO;TCF12;HNRNPAB	1.54045456052911
CHOP-C/EBP complex (GO:0036488)	3/35	0.00282289602199193	0.0288101446950353	0.00847412588896376	0.105018631552515	-1.25858549141362	7.38788671914466	NONO;TCF12;HNRNPAB	1.54045456052911
TEAD-3-YAP complex (GO:0071150)	3/33	0.00238120173636445	0.0288101446950353	0.00728755363150676	0.105018631552515	-1.17646953748883	7.10605246214324	NONO;TCF12;HNRNPAB	1.54045456052911
TEAD-2-YAP complex (GO:0071149)	3/35	0.00282289602199193	0.0288101446950353	0.00847412588896376	0.105018631552515	-1.19336419697872	7.00503824500575	NONO;TCF12;HNRNPAB	1.54045456052911
activin responsive factor complex (GO:0032444)	3/36	0.00306137565160747	0.0295082597529942	0.00910745390670522	0.10534288352089	-1.20082094647971	6.95142145523827	NONO;TCF12;HNRNPAB	1.53005640222343
TEAD-4-YAP complex (GO:0071151)	3/33	0.00238120173636445	0.0288101446950353	0.00728755363150676	0.105018631552515	-1.11984986598196	6.76406115399947	NONO;TCF12;HNRNPAB	1.54045456052911
TFIIK complex (GO:0070985)	3/45	0.00576957908240119	0.0500510985398303	0.016046545692411	0.140912511476923	-1.24614931371532	6.42409429897475	NONO;TCF12;HNRNPAB	1.30058638602581
transcription factor AP-1 complex (GO:0035976)	3/38	0.00357457417684238	0.0318045445990848	0.0104553987335607	0.10753021848378	-1.11344445046714	6.27304495689576	NONO;TCF12;HNRNPAB	1.49751081859147
paraspeckles (GO:0042382)	5/260	0.0607200303432395	0.428668126344043	0.172029695335988	0.917904758128206	-2.2200797911986	6.21951278807785	SCAF11;NONO;TP53BP1;ADD1;TRIM22	0.367878807293005
centrosomal corona (GO:0031592)	6/401	0.108039053537027	0.576762331959206	0.2989591266009	0.966588863403647	-2.33463815494596	5.19518276154503	ODF2L;CEP57L1;CDC27;NEK1;DCAF13;TTI2	0.23900311090383
pericentriolar material (GO:0000242)	6/406	0.112808399040922	0.593098704048484	0.308777675701328	0.966588863403647	-2.35511003189566	5.13900195440972	ODF2L;CEP57L1;CDC27;NEK1;DCAF13;TTI2	0.22687302492166
centriolar satellite (GO:0034451)	6/411	0.117683790887171	0.600533462321299	0.318655936701334	0.966588863403647	-2.32294398606137	4.97052866199339	ODF2L;CEP57L1;CDC27;NEK1;DCAF13;TTI2	0.221462788266734
spindle pole centrosome (GO:0031616)	6/431	0.138214909730091	0.631060179951862	0.358620778364295	0.966588863403647	-2.24126000066441	4.43533136642359	ODF2L;CEP57L1;CDC27;NEK1;DCAF13;TTI2	0.199929223046235
nuclear chromosome, telomeric region (GO:0000784)	3/122	0.07682745003355	0.48411067722704	0.162152097271607	0.917828297212012	-1.56669386384783	4.02043926581386	ORC4;ATM;TP53BP1	0.315055338739716
interfibrillar mitochondrion (GO:1990844)	10/919	0.212260016337045	0.665034190434544	0.593672246947469	0.966588863403647	-2.54513724315394	3.9448183251709	MAPK10;BCL2L11;HSP90AB1;KYNU;ACSL5;NDUFS1;AK4;C12ORF65;MRPL22;PCK2	0.177156026373058
mitochondrial derivative (GO:0016007)	10/919	0.212260016337045	0.665034190434544	0.593672246947469	0.966588863403647	-2.52541595071265	3.91425144080045	MAPK10;BCL2L11;HSP90AB1;KYNU;ACSL5;NDUFS1;AK4;C12ORF65;MRPL22;PCK2	0.177156026373058
mitochondrion (GO:0005739)	10/919	0.212260016337045	0.665034190434544	0.593672246947469	0.966588863403647	-2.5081470954369	3.8874856948943	MAPK10;BCL2L11;HSP90AB1;KYNU;ACSL5;NDUFS1;AK4;C12ORF65;MRPL22;PCK2	0.177156026373058
nuclear telomeric heterochromatin (GO:0005724)	3/119	0.0724829636530343	0.483684392069286	0.154136832247245	0.893941295642349	-1.47167073429048	3.86225816268291	ORC4;SIRT6;ATM	0.315437926561406
Nebenkern (GO:0016006)	10/919	0.212260016337045	0.665034190434544	0.593672246947469	0.966588863403647	-2.48979299792323	3.85903788509204	MAPK10;BCL2L11;HSP90AB1;KYNU;ACSL5;NDUFS1;AK4;C12ORF65;MRPL22;PCK2	0.177156026373058
subsarcolemmal mitochondrion (GO:1990843)	10/919	0.212260016337045	0.665034190434544	0.593672246947469	0.966588863403647	-2.47051970476407	3.82916537419104	MAPK10;BCL2L11;HSP90AB1;KYNU;ACSL5;NDUFS1;AK4;C12ORF65;MRPL22;PCK2	0.177156026373058
centrosome (GO:0005813)	6/454	0.163748667229819	0.63906809711365	0.405027252233557	0.966588863403647	-2.03815557586344	3.68788464623849	ODF2L;CEP57L1;CDC27;NEK1;DCAF13;TTI2	0.194452862303308
P-body (GO:0000932)	3/112	0.0627961915705724	0.428668126344043	0.135962909005649	0.857802353181094	-1.31231906120928	3.63231655370967	GHR;TRIM5;CNOT2	0.367878807293005
manchette (GO:0002177)	3/133	0.0936971487596107	0.549318699926705	0.192551517915956	0.927991343289401	-1.42969241597667	3.3850648902614	TACC2;SPTAN1;IQCG	0.260175616458805
LYSP100-associated nuclear domain (GO:0016606)	4/256	0.154557793447739	0.63906809711365	0.327930285002848	0.966588863403647	-1.5444439591441	2.883765968414	SCAF11;TP53BP1;ADD1;TRIM22	0.194452862303308
nuclear body (GO:0016604)	4/256	0.154557793447739	0.63906809711365	0.327930285002848	0.966588863403647	-1.52860565028406	2.85419288107898	SCAF11;TP53BP1;ADD1;TRIM22	0.194452862303308
Gemini of coiled bodies (GO:0097504)	4/259	0.159137626635598	0.63906809711365	0.335555811326293	0.966588863403647	-1.5497282538024	2.84837864031771	SCAF11;TP53BP1;ADD1;TRIM22	0.194452862303308
interchromatin granule (GO:0035061)	4/258	0.157605400360476	0.63906809711365	0.333012729854213	0.966588863403647	-1.53632410517789	2.83860588038438	SCAF11;TP53BP1;ADD1;TRIM22	0.194452862303308
cleavage body (GO:0071920)	4/257	0.156078772695586	0.63906809711365	0.330470849150476	0.966588863403647	-1.52363498785847	2.82999116418222	SCAF11;TP53BP1;ADD1;TRIM22	0.194452862303308
nuclear dicing body (GO:0010445)	4/256	0.154557793447739	0.63906809711365	0.327930285002848	0.966588863403647	-1.51149001711295	2.82223479015928	SCAF11;TP53BP1;ADD1;TRIM22	0.194452862303308
histone locus body (GO:0035363)	4/257	0.156078772695586	0.63906809711365	0.330470849150476	0.966588863403647	-1.51608664421125	2.81597091261536	SCAF11;TP53BP1;ADD1;TRIM22	0.194452862303308
sphere organelle (GO:0071601)	4/256	0.154557793447739	0.63906809711365	0.327930285002848	0.966588863403647	-1.49375827854552	2.78912631513898	SCAF11;TP53BP1;ADD1;TRIM22	0.194452862303308
dendritic filopodium (GO:1902737)	3/163	0.146282851700674	0.63906809711365	0.28108841681615	0.966588863403647	-1.37614960947002	2.64525293222545	FARP1;PTK2B;LCP1	0.194452862303308
azurophil granule membrane (GO:0035577)	4/273	0.181148433835844	0.665034190434544	0.371221894009946	0.966588863403647	-1.48389763727457	2.53514786449171	GLIPR1;ATP11A;ABCA13;CLN5	0.177156026373058
Cajal body (GO:0015030)	4/281	0.194160628111102	0.665034190434544	0.391582218754487	0.966588863403647	-1.44889910663116	2.37484630897453	SCAF11;TP53BP1;ADD1;TRIM22	0.177156026373058
telomeric heterochromatin (GO:0031933)	2/42	0.0454535180565729	0.328591057617308	0.0857061001032371	0.660889260796073	-0.707651528396794	2.18739691151356	ATM;TP53BP1	0.483344259769803
specific granule lumen (GO:0035580)	3/180	0.179518827484466	0.665034190434544	0.333004330501919	0.966588863403647	-1.12365145515057	1.92984349425015	HSP90AB1;AGL;SPTAN1	0.177156026373058
platelet alpha granule lumen (GO:0031093)	3/183	0.185587518594332	0.665034190434544	0.34218710269402	0.966588863403647	-1.11046921167224	1.87028412769656	FGB;HSP90AB1;AGL	0.177156026373058
spindle (GO:0005819)	3/177	0.173506657799036	0.665034190434544	0.323819588161621	0.966588863403647	-1.05202920584054	1.84267050598389	CDC27;TACC2;SPTAN1	0.177156026373058
3-methyl-2-oxobutanoate dehydrogenase (lipoamide) complex (GO:0017086)	4/299	0.224432278809864	0.665034190434544	0.437026323736159	0.966588863403647	-1.21177546767223	1.81061220810721	ATXN3;AK4;NDUFS1;PCK2	0.177156026373058
Ecsit-NDUFAF1 complex (GO:0034985)	4/299	0.224432278809864	0.665034190434544	0.437026323736159	0.966588863403647	-1.19666907820222	1.788040523893	ATXN3;AK4;NDUFS1;PCK2	0.177156026373058
polysomal ribosome (GO:0042788)	2/64	0.0949830605060586	0.549318699926705	0.166791365798485	0.917904758128206	-0.755361817129309	1.77816455691862	FXR1;RPL36A	0.260175616458805
mitochondrial electron transfer flavoprotein complex (GO:0017133)	4/299	0.224432278809864	0.665034190434544	0.437026323736159	0.966588863403647	-1.18434132328205	1.76962062338132	ATXN3;AK4;NDUFS1;PCK2	0.177156026373058
mitochondrial endopeptidase Clp complex (GO:0009841)	4/299	0.224432278809864	0.665034190434544	0.437026323736159	0.966588863403647	-1.16016547280221	1.73349752039075	ATXN3;AK4;NDUFS1;PCK2	0.177156026373058
mitochondrial glutamate synthase complex (NADH) (GO:0043294)	4/299	0.224432278809864	0.665034190434544	0.437026323736159	0.966588863403647	-1.1458561915593	1.71211686036021	ATXN3;AK4;NDUFS1;PCK2	0.177156026373058
gamma DNA polymerase complex (GO:0005760)	4/300	0.226149955248635	0.665034190434544	0.439528257623662	0.966588863403647	-1.14547219240533	1.70280968409492	ATXN3;AK4;NDUFS1;PCK2	0.177156026373058
mitochondrial matrix (GO:0005759)	4/299	0.224432278809864	0.665034190434544	0.437026323736159	0.966588863403647	-1.13120965262773	1.69023227620787	ATXN3;AK4;NDUFS1;PCK2	0.177156026373058
mitochondrial processing peptidase complex (GO:0017087)	4/299	0.224432278809864	0.665034190434544	0.437026323736159	0.966588863403647	-1.11614681687174	1.66772566913741	ATXN3;AK4;NDUFS1;PCK2	0.177156026373058
mitochondrial pyruvate dehydrogenase (lipoamide) phosphatase complex (GO:0019910)	4/299	0.224432278809864	0.665034190434544	0.437026323736159	0.966588863403647	-1.09673227660601	1.63871682669283	ATXN3;AK4;NDUFS1;PCK2	0.177156026373058
mitochondrial pyruvate dehydrogenase complex (GO:0005967)	4/299	0.224432278809864	0.665034190434544	0.437026323736159	0.966588863403647	-1.08210487063437	1.61686083065086	ATXN3;AK4;NDUFS1;PCK2	0.177156026373058
mitochondrial tricarboxylic acid cycle enzyme complex (GO:0030062)	4/299	0.224432278809864	0.665034190434544	0.437026323736159	0.966588863403647	-1.06783929210561	1.59554547039728	ATXN3;AK4;NDUFS1;PCK2	0.177156026373058
Golgi lumen (GO:0005796)	2/98	0.18848632183743	0.665034190434544	0.305893258580219	0.966588863403647	-0.486174949361262	0.811294644450115	VCAN;PCSK5	0.177156026373058
nuclear telomere cap complex (GO:0000783)	2/105	0.209087956908281	0.665034190434544	0.334592077904155	0.966588863403647	-0.392818135633324	0.614760487972433	ORC4;ATM	0.177156026373058
CD40 receptor complex (GO:0035631)	10/1256	0.56886372389389	0.80449982685762	0.914525839240139	0.966588863403647	-0.981477402567374	0.553665511139202	GHR;PCDHA1;PCDHA4;PCDHA3;PCDHA2;SLC39A14;SLC7A2;BIRC2;OR56A1;KTN1	0.094474045032681
nuclear speck (GO:0016607)	5/525	0.421191235980998	0.80449982685762	0.710951622794216	0.966588863403647	-0.634603284947489	0.548721347505376	SCAF11;TCF12;TP53BP1;TRIM22;ADD1	0.094474045032681
acetylcholine-gated channel complex (GO:0005892)	10/1257	0.569893522995432	0.80449982685762	0.915008934998056	0.966588863403647	-0.94328218389028	0.530412983956222	GHR;PCDHA1;CHRNA7;PCDHA4;PCDHA3;PCDHA2;SLC39A14;SLC7A2;OR56A1;KTN1	0.094474045032681
trans-Golgi network transport vesicle lumen (GO:0098564)	2/108	0.217989107689437	0.665034190434544	0.34679551719422	0.966588863403647	-0.291239810001068	0.443648568027498	VCAN;PCSK5	0.177156026373058
small-subunit processome (GO:0032040)	2/33	0.0292164727445676	0.220393827007934	0.0574363085292915	0.452963614992367	-0.0757068897994838	0.267474152159147	KRR1;DCAF13	0.656800573767327
basilar dendrite (GO:0097441)	2/125	0.268860152449145	0.67465387412589	0.414367492390614	0.966588863403647	-0.186738708331651	0.245293228599409	FARP1;PTK2B	0.170918981407446
CA3 pyramidal cell dendrite (GO:0097442)	2/125	0.268860152449145	0.67465387412589	0.414367492390614	0.966588863403647	-0.167591543341758	0.220142203614514	FARP1;PTK2B	0.170918981407446
apical dendrite (GO:0097440)	2/128	0.277862118046135	0.67465387412589	0.425952006612133	0.966588863403647	-0.16867996831512	0.216016672790218	FARP1;PTK2B	0.170918981407446
dendrite membrane (GO:0032590)	2/129	0.280861578199449	0.67465387412589	0.429787705453691	0.966588863403647	-0.158085229094241	0.200751378834594	FARP1;PTK2B	0.170918981407446
dendrite (GO:0030425)	2/125	0.268860152449145	0.67465387412589	0.414367492390614	0.966588863403647	-0.15003809218544	0.197084623610543	FARP1;PTK2B	0.170918981407446
chromosome, telomeric region (GO:0000781)	2/31	0.0260018103783403	0.200502848917424	0.0516958979645608	0.417173874272153	-0.0533747469297562	0.194795895327909	ATM;TP53BP1	0.697879452169352
dendritic branch point (GO:1990033)	2/125	0.268860152449145	0.67465387412589	0.414367492390614	0.966588863403647	-0.132677620987134	0.174280535115529	FARP1;PTK2B	0.170918981407446
sensory dendrite (GO:0071683)	2/125	0.268860152449145	0.67465387412589	0.414367492390614	0.966588863403647	-0.110209465832982	0.144767177292328	FARP1;PTK2B	0.170918981407446
Golgi stack lumen (GO:0034469)	2/119	0.250857557845294	0.67465387412589	0.390868689660654	0.966588863403647	-0.0983975013634188	0.136070952667429	VCAN;PCSK5	0.170918981407446
chromaffin granule lumen (GO:0034466)	2/115	0.238874614494167	0.67465387412589	0.374978367521099	0.966588863403647	-0.0909803711861446	0.130267195754496	HSP90AB1;AGL	0.170918981407446
secretory granule lumen (GO:0034774)	2/115	0.238874614494167	0.67465387412589	0.374978367521099	0.966588863403647	-0.08025003465791	0.114903322967307	HSP90AB1;AGL	0.170918981407446
dense core granule lumen (GO:0098898)	2/116	0.241867972618062	0.67465387412589	0.378966663946891	0.966588863403647	-0.0694137446371847	0.0985233195292268	HSP90AB1;AGL	0.170918981407446
platelet dense granule lumen (GO:0031089)	2/129	0.280861578199449	0.67465387412589	0.429787705453691	0.966588863403647	-0.064872239170955	0.0823808241685449	HSP90AB1;AGL	0.170918981407446
polytene chromosome, telomeric region (GO:0035012)	2/31	0.0260018103783403	0.200502848917424	0.0516958979645608	0.417173874272153	-0.00309490006955337	0.0112951136010531	ATM;TP53BP1	0.697879452169352
ficolin-1-rich granule lumen (GO:1904813)	2/123	0.262857764014338	0.67465387412589	0.406581974310445	0.966588863403647	0.022739586045854	-0.0303833208524639	HSP90AB1;AGL	0.170918981407446
post-anaphase microtubule array (GO:1990295)	2/130	0.283860131476599	0.67465387412589	0.433610184147854	0.966588863403647	0.102877332855361	-0.129550715160699	TACC2;SPTAN1	0.170918981407446
cytoplasmic periphery of the nuclear pore complex (GO:1990723)	3/347	0.535553573928832	0.80449982685762	0.75381576864628	0.966588863403647	0.238633677904346	-0.149015838083895	PTK2B;LAMB1;CLN5	0.094474045032681
preprophase band (GO:0009574)	2/130	0.283860131476599	0.67465387412589	0.433610184147854	0.966588863403647	0.120927776498709	-0.152281163336794	TACC2;SPTAN1	0.170918981407446
perinuclear region of cytoplasm (GO:0048471)	3/347	0.535553573928832	0.80449982685762	0.75381576864628	0.966588863403647	0.256403867473821	-0.160112510250455	PTK2B;LAMB1;CLN5	0.094474045032681
cortical microtubule cytoskeleton (GO:0030981)	2/142	0.319709009987905	0.71961273308989	0.478387979105553	0.966588863403647	0.140455354911377	-0.160167426954789	TACC2;SPTAN1	0.142901160693701
intrinsic component of mitochondrial inner membrane (GO:0031304)	1/330	0.933216346703733	0.933216346703733	0.977179459986899	0.977179459986899	2.5603523797455	-0.17696700459228	MRPL22	0.0300176624832455
mitochondrial inner membrane (GO:0005743)	1/329	0.932661784650774	0.933216346703733	0.976911752920717	0.977179459986899	2.55222028940441	-0.177922031868576	MRPL22	0.0300176624832455
alphav-beta5 integrin-vitronectin complex (GO:0034997)	9/1246	0.685910984022197	0.80449982685762	0.951963081840226	0.966588863403647	0.540999369559302	-0.203960776851073	GHR;PCDHA1;PCDHA4;PCDHA3;PCDHA2;SLC39A14;SLC7A2;OR56A1;KTN1	0.094474045032681
apical plasma membrane urothelial plaque (GO:0120001)	9/1246	0.685910984022197	0.80449982685762	0.951963081840226	0.966588863403647	0.550381081991423	-0.207497752055697	GHR;PCDHA1;PCDHA4;PCDHA3;PCDHA2;SLC39A14;SLC7A2;OR56A1;KTN1	0.094474045032681
EFF-1 complex (GO:1990392)	9/1246	0.685910984022197	0.80449982685762	0.951963081840226	0.966588863403647	0.575935026084807	-0.2171317786039	GHR;PCDHA1;PCDHA4;PCDHA3;PCDHA2;SLC39A14;SLC7A2;OR56A1;KTN1	0.094474045032681
perinuclear endoplasmic reticulum (GO:0097038)	3/355	0.550996102836573	0.80449982685762	0.767428614125908	0.966588863403647	0.382198006193977	-0.227800538474262	PTK2B;LAMB1;CLN5	0.094474045032681
G-protein coupled receptor complex (GO:0097648)	9/1246	0.685910984022197	0.80449982685762	0.951963081840226	0.966588863403647	0.614611459774887	-0.231713081106496	GHR;PCDHA1;PCDHA4;PCDHA3;PCDHA2;SLC39A14;SLC7A2;OR56A1;KTN1	0.094474045032681
glycoprotein Ib-IX-V complex (GO:1990779)	9/1246	0.685910984022197	0.80449982685762	0.951963081840226	0.966588863403647	0.627813663157271	-0.236690409749615	GHR;PCDHA1;PCDHA4;PCDHA3;PCDHA2;SLC39A14;SLC7A2;OR56A1;KTN1	0.094474045032681
granulocyte macrophage colony-stimulating factor receptor complex (GO:0030526)	9/1246	0.685910984022197	0.80449982685762	0.951963081840226	0.966588863403647	0.649411026084216	-0.244832775837957	GHR;PCDHA1;PCDHA4;PCDHA3;PCDHA2;SLC39A14;SLC7A2;OR56A1;KTN1	0.094474045032681
microtubule (GO:0005874)	2/189	0.454003414587397	0.80449982685762	0.631587678778003	0.966588863403647	0.310394471589239	-0.24510316826524	TACC2;SPTAN1	0.094474045032681
high molecular weight kininogen receptor complex (GO:0030988)	9/1246	0.685910984022197	0.80449982685762	0.951963081840226	0.966588863403647	0.677545719142183	-0.255439763896454	GHR;PCDHA1;PCDHA4;PCDHA3;PCDHA2;SLC39A14;SLC7A2;OR56A1;KTN1	0.094474045032681
microtubule organizing center (GO:0005815)	2/195	0.470103769720909	0.80449982685762	0.648452588627182	0.966588863403647	0.338910486796939	-0.255810252931807	TACC2;SPTAN1	0.094474045032681
trans-Golgi network membrane (GO:0032588)	2/472	0.898314182339526	0.903521800787871	0.971747755950514	0.977179459986899	2.38637649643749	-0.255904045054256	FUT8;MAN2A2	0.0440613640243024
integral component of muscle cell projection membrane (GO:0061455)	9/1246	0.685910984022197	0.80449982685762	0.951963081840226	0.966588863403647	0.702313243329152	-0.264777304304249	GHR;PCDHA1;PCDHA4;PCDHA3;PCDHA2;SLC39A14;SLC7A2;OR56A1;KTN1	0.094474045032681
integral component of plasma membrane (GO:0005887)	9/1246	0.685910984022197	0.80449982685762	0.951963081840226	0.966588863403647	0.732973636225976	-0.276336499944143	GHR;PCDHA1;PCDHA4;PCDHA3;PCDHA2;SLC39A14;SLC7A2;OR56A1;KTN1	0.094474045032681
